	MA2-THAI3 HOK-IM TOAN7
18	Tng hit si5, hak8-seng chiu7-kun7 Ia5-sou kong2, Ti7 thian-kok sim2-mih8 lang5 choe3 toa7?  2 Ia5-sou chiu7 kio3 chit8 e5 soe3-han3 gin2-na2, hou7 i khia7 ti7 in tiong-kan;  3 kong2, Goa2 sit8-chai7 ka7 lin2 kong2, Lin2 na7 bo5 oat8-tng2 lai5 chiaN5-choe3 chhin-chhiuN7 soe3-han3 gin2-na2 e5, koat-toan3 boe7 jip8 thian-kok.  4 Sou2-i2 kiN3-na7 ka-ki7 khiam-pi chhin-chhiuN7 chit e5 soe3-han3 gin2-na2 e5, i ti7 thian-kok chiu7-si7 choe3 toa7.  5 KiN3-na7 ti7 goa2 e5 mia5 chiap-lap8 chit ho7 soe3-han3 gin2-na2 e5 chit8 e5, chiu7-si7 chiap-lap8 goa2.  6 KiN3-na7 hou7 chiah e5 sin3 goa2 e5 bi5-soe3 e5 chit8 e5 siu7 that-gai7, hit lang5 leng5-khou2 u7 toa7 chioh8-bo7 tiau3 i e5 am7-kun2, thiam7 ti7 chhim hai2.  7 Chit se3-kan u7 chai-e7 ah, tui3 u7 that-gai7 lang5 e5 su7; in-ui7 that-gai7 e5 su7, boe7 bian2-tit u7;  chong2-si7 that-gai7 e5 su7 tui3 chi7-chui7 lai5, hit lang5 u7 chai-e7.  8 Siat-su2 li2 chit8 chhiu2 chit8 kha that-gai7 li2, chiu7 tioh8 cham7 hiat-kak8; li2 phoa3-siuN3 a2-si7 pai2-kha jip8 ti7 oah8 si7 ho2, khah-tit nng7 chhiu2 nng7 kha hiat-loh8 eng2-oan2 e5 he2.  9 Siat-su2 li2 chit8 bak8 that-gai7 li2, chiu7 tioh8 iah hiat-kak8; li2 chit8 bak8 jip8 ti7 oah8 si7 ho2, khah-tit nng7 bak8 hiat-loh8 te7-gek8 e5 he2.  10 Lin2 tioh8 kin2-sin7, boh8-tit khoaN3-khin chiah e5 bi5-soe3 tiong e5 chit8-e5; in-ui7 goa2 ka7 lin2 kong2, In e5 thiN-sai3 ti7 thiN-nih8, siong5-siong5 kiN3 goa2 ti7 thiN-nih8 e5 Pe7 e5 bin7.  12 Lin2 phah-sng3 chaiN2-iuN7?  Lang5 na7 u7 chit8 pah chiah iuN5, lai5 phah-m7-kiN3 chit8 chiah, kiam2 bo5 chhiaN2 pang3-he7 hi2 kau2-chap8-kau2 chiah, khi3 soaN-nih8 chhe7 hit chiah phah-m7-kiN3 e5 mah?  13 Na7 ko2-jian5 chhe7-tioh8, goa2 sit8-chai7 ka7 lin2 kong2, i ui7-tioh8 hit chiah hoaN-hi2, iaN5-ke3 kau2-chap8-kau2 chiah bo5 phah-m7-kiN3 e5.  14 An2-ni chiah e5 bi5-soe3 tiong e5 chit8-e5 tim5-lun5, ia7 m7 si7 lin2 ti7 thiN-nih8 e5 Pe7 e5 chi2-i3.
	15 Siat-su2 li2 e5 hiaN-ti7 tek-choe7 li2 , chiu7 tioh8 khi3, kan-ta li2 kap i ti7-teh e5 si5, chi2-beng5 i e5 m7 tioh8; i na7 thiaN li2, chiu7 tit-tioh8 li2 e5 hiaN-ti7.  16 I na7 m7 thiaN, chiu7 tioh8 chhoa7 chit8 nng7 lang5 saN-kap khi3, eng7 nng7 saN lang5 e5 chhui3 choe3 kan-cheng3, tak8 ku3 oe7 thang choe3 pin5-chun2.  17 Na7 m7 kheng2 thiaN in, chiu7 ka7 kau3-hoe7 kong2; na7 koh m7 kheng2 thiaN kau3-hoe7, chiu7 tioh8 khoaN3 i chhin-chhiuN7 goa7-pang lang5, kap thiu-hiong3 e5 chit8 iuN7.  18 Goa2 sit8-chai7 ka7 lin2 kong2, Hoan7-na7 lin2 ti7 toe7-nih8 pak8 e5, ti7 thiN-nih8 ia7 beh pak8 in; hoan7-na7 lin2 ti7 toe7-nih8 thau2 e5, ti7 thiN-nih8 ia7 beh thau2 in.  19 Goa2 koh ka7 lin2 kong2, siat-su2 lin2 tiong-kan nng7 lang5 ti7 toe7-nih8 bo5 lun7 kiu5 sim2-mih8, na7 si7 tang5-sim, chiu7 goa2 ti7 thiN-nih8 e5 Pe7 beh ka7 in choe3 chiaN5.  20 In-ui7 put-lun7 sim2-mih8 sou2-chai7 u7 nng7 saN lang5 ti7 goa2 e5 mia5 chu7-chip8, goa2 ia7 ti7 in tiong-kan.
	21 Hit si5 Pi2-tek oa2-lai5 ka7 I kong2, Chu2 ah, goa2 e5 hiaN-ti7 tek-choe7 goa2, goa2 sia3-bian2 i tioh8 kui2 pai2?  Tioh8 chhit pai2 mah?  22 Ia5-sou ka7 i kong2, Goa2 bo5 ka7 li2 kong2 tioh8 kau3 chhit pai2, chiu7-si7 kau3 chhit-chap8 e5 chhit pai2.  23 Sou2-i2 thian-kok pi2-pheng7 jin5-kun ai3 beh kap i e5 lou5-pok8 sng3-siau3.  24 Khi2-thau5 sng3 e5 si5, u7 chhoa7 chit8-e5 khiam3 i chheng-ban7 gun5 e5 lai5.  25 Ki3-jian5 bo5 thang heng5, i e5 chu2-lang5 beng7-leng7 tioh8 boe7 i pun2-sin, kap i e5 bou2-kiaN2, lian5 i it-chhe3 sou2 u7 e5, lai5 heng5.  26 Hit e5 lou5-pok8 chiu7 phak-teh, pai3 i, kong2, Chu2 ah, tioh8 khoan-iong5 goa2, goa2 beh long2-chong2 heng5.  27 Lou5-pok8 e5 chu2-lang5 chiu7 lin5-bin2 lai5 pang3 i, koh sia3-bian2 i e5 che3.  28 Hit e5 lou5-pok8 chhut-khi3, tu2-tioh8 i chit8-e5 tang5 choe3 lou5-pok8 e5, khiam3 i chit8 pah e5 gun5-a2, chiu7 liah8 i, chhe i e5 am7-kun2, kong2, Li2 sou2 khiam3 e5 tioh8 heng5.  29 Tang5 choe3 lou5-pok8 e5 phak-teh, kiu5 i kong2, Tioh8 khoan-iong5 goa2, goa2 beh heng5 li2.  30 Na7-si7 i m7 kheng2, chiu7 khi3 ka7 i koaiN-loh8 kaN, lai5 theng3-hau7 i heng5 sou2 khiam3 e5.  31 Chiah-e5 tang5 choe3 lou5-pok8 e5 khoaN3-kiN3 chit e5 tai7-chi3, chin iu-bun7, chiong long2-chong2 e5 su7 tui3 chu2-lang5 kong2 beng5.  32 Tui3 an2-ni i e5 chu2-lang5 tiau3 i lai5, ka7 i kong2, PhaiN2 e5 lou5-pok8 ah, in-ui7 li2 tui3 goa2 kiu5, goa2 chiu7 chiong li2 sou2 khiam3 e5 long2 sia3-bian2.  33 Li2 kiam2 m7 tioh8 lin5-bin2 li2 tang5 choe3 lou5-pok8 e5, chhin-chhiuN7 goa2 lin5-bin2 li2?  34 I e5 chu2-lang5 siu7-khi3, chiong i kau-tai7 heng5-tiong7, theng3-hau7 i it-chin7 heng5 sou2 khiam3 e5.  35 An2-ni lin2 tak8 lang5 bo5 eng7 sim sia3-bian2 lin2 e5 hiaN-ti7, chiu7 goa2 e5 ThiN Pe7 ia7 beh an2-ni khoan2-thai7 lin2.

19	Ia5-sou kong2 chiah e5 oe7 soah, chiu7 li7-khui Ka-li7-li7, kau3 Iu5-thai3 e5 keng2-lai7, Iok-tan3 ho5 goa7;  2 u7 kui toa7 tin7 e5 lang5 te3 I, chiu7 ti7 hia i-ho2 in.
	3 U7 Hoat-li7-sai3 lang5 lai5 chhi3 I, kong2, Lang5 put-lun7 sim2-mih8 ian5-kou3 thang li5 i e5 bou2 mah?  4 Chiu7 in3 kong2, Lin2 kiam2 bo5 thak8-tioh8 chhong3-cho7 e5 Chu2 goan5 khi2-thau5 chhong3-cho7 in u7 lam5 u7 lu2?  5 soa3 kong2, In-ui7 an2-ni lang5 beh li7-khui pe7-bu2, kiat-lian5 i e5 bou2, nng7-e5 beh chiaN5-choe3 chit8 the2;  6 chhin-chhiuN7 an2-ni bo5 koh choe3 nng7-e5, si7 choe3 chit8 the2.  Sou2-i2 Siong7-te3 sou2 phoe3-hap8 e5, lang5 m7 thang pun-khui i.  7 In ka7 I kong2, Na7-si7 an2-ni, Mou5-se chaiN2-iuN7 hoan-hu3 eng7 li5-chu hou7 i, lai5 li5 i ah?  8 I ka7 in kong2, Mou5-se in-ui7 lin2 e5 sim ngi7, chun2 lin2 li5 bou2;  na7-si7 tui3 khi2-thau5 m7 si7 an2-ni.  9 Koh goa2 ka7 lin2 kong2,  KiN3-na7 lang5, m7 si7 ui7-tioh8 kan-im5 e5 ian5-kou3, li5 i e5 bou2 lai5 chhoa7 pat8-e5, chiu7-si7 kiaN5 im5; chhoa7 lang5 sou2 li5-chhut e5 ia7 si7 kiaN5 im5.  10 Hak8-seng ka7 I kong2, Lang5 kap i e5 bou2 e5 su7 ki3-jian5 si7 an2-ni, leng5-khou2 bo5 chhoa7.  11 I chiu7 ka7 in kong2, Chit ho7 oe7 m7 si7 cheng3 lang5 sou2 oe7 seng5-siu7 e5;  chi2 u7 tit-tioh8 siuN2-su3 e5 chiah oe7.  12 In-ui7 u7 iam e5, tui3 bu2-thai chhut-si3 chiu7 an2-ni; ia7 u7 hou7 lang5 iam e5; ia7 u7 ui7-tioh8 thian-kok ka-ki7 iam e5. Oe7 seng5-siu7 e5 tioh8 seng5-siu7 i.
	13 Hit si5 u7 lang5 chhoa7 soe3-kiaN2 chiu7-kun7 I, ai3 I eng7 chhiu2 hoaN7 in, lai5 ki5-to2; hak8-seng chek-pi7 in.  14 Na7-si7 Ia5-sou kong2, Iong5-un2 soe3-kiaN2 chiu7-kun7 goa2, boh8-tit kim3 i; in-ui7 thian-kok si7 siok8 ti7 chit ho7 e5.  15 Chiu7 eng7 chhiu2 hoaN7 in; li7-khui hia khi3.
	16 Tu2-tng7 u7 chit8 lang5 chiu7-kun7 I, kong2, Sian-siN, goa2 tioh8 kiaN5 sim2-mih8 ho2 thang tit-tioh8 eng2-oah8?  17 I ka7 i kong2, Li2 chaiN2-iuN7 the5-khi2 ho2, lai5 mng7 goa2?  Ho2-e5 si7 chit8-e5. Chong2-si7 li2 na7 ai3 jip8 ti7 oah8, tioh8 siu2 chiah e5 kai3-beng7.  18 I ka7 I kong2, Si7 sim2-mih8 e5?  Ia5-sou kong2, Boh8-tit thai5-si2 lang5,  Boh8-tit kiaN5 im5, Boh8-tit thau-theh8, Boh8-tit lam7-sam2 choe3 kan-cheng3,  19 Keng3 li2 e5 pe7-bu2, Tioh8 thiaN3 li2 e5 chhu3-piN chhin-chhiuN7 ka-ki7.  20 Siau3-lian5 lang5 ka7 I kong2, Chiah-e5 goa2 long2 u7 siu2 i; iau2-ku2 khiam3 sim2-mih8?  21 Ia5-sou ka7 i kong2, Li2 na7 ai3 choe3 oan5-choan5, tioh8 khi3 boe7 li2 sou2 u7 e5 lai5 hou7 song3-hiong lang5, chiu7 u7 chai5-po2 ti7 thiN-nih8; koh lai5 te3 goa2.  22 Siau3-lian5 lang5 thiaN-kiN3 che oe7, iu-bun7 chiu7 khi3; in-ui7 i san2-giap8 chin choe7.
	23 Ia5-sou chiu7 ka7 I e5 hak8-seng kong2, Goa2 sit8-chai7 ka7 lin2 kong2, Pu3 lang5 jip8 thian-kok oh--ah!  24 Goa2 koh ka7 lin2 kong2, Lok8-to5 chhng-ke3 chiam-phiN7, pi2 pu3 lang5 jip8 Siong7-te3 e5 kok, khah khoai3.  25 Hak8-seng thiaN-kiN3 toa7 gong5-ngiah8, kong2, Na7-si7 an2-ni, chiu7 chi7-chui7 oe7 tit-tioh8 kiu3 ah?  26 Ia5-sou khoaN3 in kong2, Chai7-ti7 lang5 si7 boe7-oe7, chai7-ti7 Siong7-te3, ban7 su7 long2 oe7.  27 Hit si5 Pi2-tek in3 I kong2, Goan2 bat pang3-sak it-chhe3 lai5 te3 li2, goan2 beh tit-tioh8 sim2-mih8 ah?  28 Ia5-sou ka7 in kong2, Goa2 sit8-chai7 ka7 lin2 kong2, lin2 chiah-e5 te3 goa2, kau3 koh heng-khi2 e5 si5, Jin5-chu2 che7 I eng5-kng e5 cho7-ui7, lin2 ia7 beh che7 chap8-ji7 e5 cho7-ui7, lai5 sim2-phoaN3 I2-sek-liat8 chap8-ji7 e5 chi-phai3.  29 KiN3-na7 ui7-tioh8 goa2 e5 mia5 pang3-sak chhu3-theh8, a2-si7 hiaN-ti7, chi2-be7, lau7-pe7, lau7-bu2, kiaN2-ji5, a2-si7 chhan5-hng5, beh tit-tioh8 pah-pe7, lai5 seng5-chiap eng2-oah8.  30 Chong2-si7 tai7-seng e5 choe7-choe7 beh choe3 lou7-be2; lou7-be2 e5 beh choe3 tai7-seng.

20	In-ui7 thian-kok chhin-chhiuN7 ke-chu2 thau3-cha2 chhut-khi3 chhiaN3 kang jip8 i e5 phu5-to5-hng5;  2 kap choe3-kang e5 lang5 iok chit8 jit8 chit8 chiN5 gun5; chiu7 chhe in jip8 i e5 hng5.  3 Kau2 tiam2 e5 si5 chhut-khi3, koh khoaN3-kiN3 u7 eng5-eng5 khia7 ti7 koe-chhi7-nih8 e5, chiu7 ka7 in kong2,  4 Lin2 iah8 khi3 phu5-to5-hng5, goa2 beh chiau3 kong-to7 hou7 lin2; in chiu7 khi3.  5 Chap8-ji7 tiam2 kap saN tiam2 e5 si5 koh chhut-khi3, ia7 an2-ni choe3.  6 Gou7 tiam2 e5 si5 chhut-khi3, koh tu2-tioh8 u7 lang5 khia7-teh, chiu7 ka7 in kong2, Lin2 siaN2-su7 thong jit8 eng5-eng5 khia7 ti7 chia ah?  7 In ka7 i kong2, In-ui7 bo5 lang5 chhiaN3 goan2.  I ka7 in kong2, Lin2 ia7 khi3 phu5-to5-hng5.  8 Kau3 jit8 am3, hng5-chu2 ka7 i e5 koan2-ke kong2, Kio3 choe3-kang e5, hou7 in kang-chiN5, tui3 lou7-be2 lai5 e5 khi2, kau3 tai7-seng lai5 e5 ui5-chi2.  9 Hiah-e5 gou7 tiam2 cheng sou2 chhiaN3 e5 kau3, tak8-e5 nia2 chit8 chiN5 gun5.  10 Tai7-seng chhiaN3 e5 kau3, in phah-sng3 beh nia2 khah choe7; m7 ku2 in ia7 tak8-e5 nia2 chit8 chiN5 gun5.  11 Nia2 liau2, chiu7 tui3 ke-chu2 ngauh8-ngauh8-liam7 kong2,  12 Goan2 thong jit8 thoa-boa5 siu7 joah8; hiah-e5 lou7-be2 chhiaN3 e5, choe3 kang chit8 tiam2-cheng ku2, keng3-jian5 hou7 in kap goan2 piN5.  13 I chiu7 tui3 in chit8 lang5 in3 kong2, Peng5-iu2 ah, goa2 m7 si7 bo5 kong-to7 khoan2-thai7 li2; li2 kiam2 m7 si7 kap goa2 iok chit8 chiN5 gun5 mah?  14 Li2-e5 li2 theh8, choe3 li2 khi3. Goa2 beh hou7 chit-e5 lou7-be2 e5 kap li2 piN5.  15 Eng7 goa2 e5 mih8, kiaN5 goa2 sou2 ai3, kiam2 boe7 choe3-tit?  A2-si7 in-ui7 goa2 choe3 ho2, li2 teh bak8-chhiah mah?  16 Chhin-chhiuN7 an2-ni, lou7-be2 e5 beh choe3 tai7-seng, tai7-seng e5 beh choe3 lou7-be2.
	17 Ia5-sou chiuN7 Ia5-lou7-sat-leng2 e5 si5 ti7 lou7-nih8 chhoa7 chap8-ji7 e5 hak8-seng kau3 piN-a2, ka7 in kong2,  18 TaN lan2 chiuN7 Ia5-lou7-sat-leng2; Jin5-chu2 beh siu7 ke3-sang3 hou7 chiah e5 che3-si-thau5 kap keng-hak8-su7, in beh gi2 I si2-choe7;  19 ia7 beh ke3-sang3 I hou7 goa7-pang lang5, ti3-kau3 hi3-lang7 I, piN phah I, teng3 I ti7 sip8-ji7-ke3; te7 saN jit8 I beh koh-oah8.
	20 Hit si5 Se-pi2-thai3 e5 kiaN2 e5 lau7-bu2 kap i e5 kiaN2 chiu7-kun7 lai5 pai3 I, kiu5 chit8 hang7 su7.  21 I ka7 i kong2, Li2 ai3 sim2-mih8?  In3 kong2, Goan7 li2 chhut beng7-leng7, hou7 goa2 chit nng7 e5 kiaN2 ti7 li2 e5 kok, chit8-e5 che7 li2 e5 chiaN3-peng5, chit8-e5 che7 li2 e5 to3-peng5.  22 Ia5-sou in3 kong2, Lin2 sou2 kiu5 e5, lin2 m7 chai.  Goa2 sou2 beh lim e5 poe, lin2 oe7 lim mah?  In3 kong2, Oe7.  23 I ka7 in kong2, Goa2 e5 poe lin2 ko2-jian5 beh lim; chong2-si7 che7 goa2 e5 chiaN3-peng5 to3-peng5, m7 si7 goa2 oe7 thang hou7 lang5, tok8-tok8 si7 goa2 e5 Pe7 ui7-tioh8 sim2-mih8 lang5 pi7-pan7 e5, chiu7 hou7 in.  24 Chap8 e5 hak8-seng thiaN-kiN3, chiu7 siu7-khi3 hit nng7 e5 hiaN-ti7.  25 Ia5-sou kio3 in lai5 kong2, Lin2 chai goa7-pang e5 jin5-kun choe3 chu2 lai5 ti7-li2 in, in e5 tai7-jin5 koan2-hat in;  26 tok8-tok8 lin2 tiong-kan m7 si7 an2-ni; lin2 tiong-kan ai3 choe3 toa7 e5, beh choe3 lin2 e5 chhe-eng7;  27 ai3 choe3 thau5 e5, beh choe3 lin2 e5 lou5-pok8.  28 Chhin-chhiuN7 Jin5-chu2 lai5, m7 si7 beh chhe-eng7 lang5, si7 beh hou7 lang5 chhe-eng7; koh hian3 I e5 siN3-mia7, lai5 siok8-hoe5 choe7-choe7 lang5.
	29 In chhut Ia5-li7-ko e5 si5, kui toa7 tin7 e5 lang5 te3 I.  30 Tu2-tng7 u7 nng7 e5 chhiN-mi5 e5 che7 ti7 lou7-piN, thiaN-kiN3 Ia5-sou tui3 hia ke3, chiu7 hoah kong2, Chu2, Tai7-pit8 e5 hou7-e3 ah, lin5-bin2 goan2.  31 Cheng3 lang5 hiam5 in, kah in cheng7-cheng7; na7-si7 in koh khah toa7 siaN kio3 kong2, Chu2, Tai7-pit8 e5 hou7-e3 ah, lin5-bin2 goan2.  32 Ia5-sou theng5-kha, kio3 in lai5 kong2, Ai3 goa2 ka7 lin2 choe3 sim2-mih8?  33 In ka7 I kong2, Chu2 ah, goan2 ai3 tit-tioh8 bak8-chiu khui.  34 Ia5-sou kho2-lin5 in, bong in e5 bak8-chiu; in liam5-piN khoaN3-kiN3, chiu7 te3 I.

21	In kiaN5 kun7 Ia5-lou7-sat-leng2, kau3 Pek-hoat-ki5 kap KaN-na2 soaN e5 si5, Ia5-sou chhe nng7 e5 hak8-seng, ka7 in kong2,  2 Lin2 khi3 tui3-bin7 e5 hiuN-sia7, liam5-piN oe7 tu2-tioh8 chit8 chiah lu5 pak8-teh, u7 lu5-a2 kap i ti7-teh; thau2-khui, khan i lai5 goa2 chia.  3 Na7 u7 lang5 ka7 lin2 kong2 sim2-mih8, chiu7 tioh8 kong2, Chu2 khiam3-eng7 i, i liam5-piN beh sang3 i lai5.  4 Chit e5 su7 chiaN5, si7 beh eng3-giam7 cha2 thok sian-ti sou2 kong2 e5, kong2,
5 Tioh8 ka7 Sun5 e5 cha-bou2-kiaN2 kong2,
	Li2 e5 ong5 lai5 chiu7-kun7 li2,
	Un-jiu5 koh khia5 lu5,
	Kap lu5 sou2 siN e5 lu5-a2.
	6 Hak8-seng khi3, chiau3 Ia5-sou sou2 hoan-hu3 in e5 khi3 kiaN5.  7 Khan lu5 kap lu5-a2 lai5, chiong ka-ki7 e5 saN chhu ti7 in teng2-bin7,  Ia5-sou chiu7 chiuN7-khi3 khia5.  8 Cheng3 lang5 tiong khah choe7 chiong ka-ki7 e5 saN phou ti7 lou7-nih8; u7-e5 chho3 chhiu7-ki phou ti7 lou7-nih8.  9 Cheng5 kiaN5 au7 te3 e5 cheng3 lang5 hoah kong2, Tai7-pit8 e5 hou7-e3, Ho5-san3-na2, ti7 Chu2 e5 mia5 lai5 e5 tit-tioh8 o-lo2, ti7 chi3-koaiN5 e5, Ho5-san3-na2.  10 I jip8 Ia5-lou7-sat-leng2, thong siaN5 io5-choah, kong2, Chit-e5 chi7-chui7?  11 Cheng3 lang5 kong2, Chit-e5 si7 sian-ti Ia5-sou, tui3 Ka-li7-li7 e5 Na2-sat-lek8 lai5 e5.
	12Ia5-sou jip8 Siong7-te3 e5 tian7, koaN2-chhut tian7-lai7 it-chhe3 boe2-boe7 e5 lang5, chhia-to2 oaN7 chiN5 e5 lang5 e5 toh, kap boe7 chiN2-a2 e5 lang5 e5 i2.  13 Ka7 in kong2, U7 ki3-chai3 kong2, Goa2 e5 chhu3 beh chheng choe3 ki5-to2 e5 chhu3, na7-si7 lin2 chiah e5 hou7 i choe3 chhat8-siu7.  14 ChhiN-mi5 e5, pai2-kha e5, ti7 tian7-nih8 chiu7-kun7 Ia5-sou, I chiu7 i-ho2 in.  15 Tok8-tok8 chiah e5 che3-si-thau5 kap keng-hak8-su7 khoaN3-kiN3 I sou2 kiaN5 e5 ki5-su7, koh khoaN3-kiN3 gin2-na2 ti7 tian7-nih8 hoah kong2, Tai7-pit8 e5 hou7-e3, Ho5-san3-na2, chiu7 siu7-khi3; ka7 I kong2, In teh kong2 e5, li2 thiaN-kiN3 bo5?  16 Ia5-sou ka7 in kong2, U7;  lin2 kiam2 m7 bat thak8-tioh8 hit ku3, kong2, Tui3 gin2-na2 kap chiah8 lin e5 e5 chhui3, li2 hou7 o-lo2 e5 oe7 chiau5-pi7 mah?  17 Chiu7 li7-khui in, chhut siaN5 kau3 Pek-tai7-ni5; ti7 hia hioh mi5.
	18 Keh cha2-khi2, to3-lai5 siaN5-nih8 e5 si5, Ia5-sou iau;  19 khoaN3-kiN3 lou7-piN chit8 chang5 bu5-hoa-ko2 chhiu7, chiu7 oa2-kun7 khi3, ban2 long2 bo5, chi2-u7 hioh8 na7-tiaN7; chiu7 ka7 chhiu7 kong2, TaN liau2-au7, li2 eng2-eng2 bo5 koh kiat ke2-chi2; hit chang5 bu5-hoa-ko2 chhiu7 liam5-piN kou-ta5.  20 Hak8-seng khoaN3-liau2 chiu7 ki5-koai3, kong2, Bu5-hoa-ko2 chhiu7 chaiN2-iuN7 liam5-piN kou-ta5?  21 Ia5-sou in3 kong2, Goa2 sit8-chai7 ka7 lin2 kong2, Lin2 na7 u7 sin3 bo5 giau5-gi5, m7 na7 chit ho7 kiaN5 ti7 bu5-hoa-ko2 chhiu7 e5 su7 lin2 oe7 kiaN5;  chiu7 na7 tui3 chit e5 soaN kong2, Tioh8 soa2-khi3 hiat-loh8 hai2, iah8 beh chiaN5.  22 Koh ki5-to2 e5 si5, kiN3-na7 lin2 sou2 kiu5 e5, sin3 chiu7 tit-tioh8.
	23 Ia5-sou jip8 tian7, ka3-si7 lang5 e5 si5, chiah e5 che3-si-thau5, kap peh-siN3 e5 tiuN2-lo2, chiu7-kun7 I kong2, Li2 eng7 sim2-mih8 koan5 kiaN5 chiah e5 su7?  koh chi7-chui7 hou7 li2 chit e5 koan5?  24 Ia5-sou in3 kong2, Goa2 iah8 u7 chit8 ku3 oe7 beh mng7 lin2, lin2 na7 ka7 goa2 kong2, goa2 chiah beh ka7 lin2 kong2 goa2 eng7 sim2-mih8 koan5 kiaN5 chiah e5 su7.  25 Iok-han7 e5 soe2-le2 si7 tui3 ta2-loh8 lai5? si7 tui3 thiN, a2-si7 tui3 lang5?  In su-khia gi7-lun7 kong2, Na7 kong2, Tui3 thiN, I beh ka7 lan2 kong2, An2-ni lin2 siaN2-su7 m7 sin3 i?  26 Na7 kong2, Tui3 lang5, lan2 iu7 kiaN peh-siN3; in long2 liah8 Iok-han7 choe3 sian-ti.  27 Chiu7 in3 Ia5-sou kong2, Goan2 m7 chai.  I chiu7 ka7 in kong2, Goa2 iah8 bo5 beh ka7 lin2 kong2 goa2 si7 eng7 sim2-mih8 koan5 kiaN5 chiah e5 su7.  Chong2-si7 lin2 phah-sng3 chaiN2-iuN7?  28 Lang5 u7 nng7 e5 kiaN2, chiu7-kun7 hit e5 thau5-chit8-e5 kong2, KiaN2 ah, kin-a2-jit8 khi3 phu5-to5-hng5 choe3 kang.  29 In3 kong2, Goa2 m7; au7-lai5 hoan2-hoe2 chiu7 khi3.  30 Koh chiu7-kun7 te7-ji7-e5, iah8 an2-ni kong2.  In3 kong2, Chu2 ah, goa2 beh; chiu7 keng3-jian5 bo5 khi3.  31 Chi2 nng7 e5 ta2-loh8 chit8 e5 kiaN5 lau7-pe7 e5 i3-su3 ah?  In kong2, Thau5-chit8-e5.  Ia5-sou ka7 in kong2, Goa2 sit8-chai7 ka7 lin2 kong2 chiah e5 thiu-hiong3 e5 kap chhiong-ki tai7-seng lin2 jip8 Siong7-te3 e5 kok.  32 In-ui7 Iok-han7 ti7 gi7 e5 lou7 chiu7-kun7 lin2, lin2 bo5 sin3 i; thiu-hiong3 e5 kap chhiong-ki chiu7 sin3 i; koh lin2 khoaN3-liau2, iah8 bo5 hoan2-hoe2 khi3 sin3 i.
	33 Koh thiaN chit8 e5 phi3-ju7: U7 chit8 e5 ke-chu2, chai chit8 hng5 phu5-to5, eng7 li5-pa ui5 i, lai7-bin7 khui chiu2-khut, khi2 chit8 e5 chiu2-kiN lau5, chou hou7 tian7-hou7, chiu7 khi3 pat8 sou2-chai7.  34 Siu ke2-chi2 e5 si5 beh kau3, chiu7 chhe i e5 lou5-pok8 chiu7-kun7 tian7-hou7, siu i e5 ke2-chi2.  35 Tian7-hou7 liah8 i e5 lou5-pok8, chit8-e5 phah, chit8-e5 thai5, chit8-e5 eng7 chioh8-thau5 tim3.  36 Koh chhe pat8 e5 lou5-pok8, pi2 cheng5 khah choe7; in iu5-goan5 an2-ni khoan2-thai7 in.  37 Au7-lai5 chhe i e5 kiaN2 chiu7-kun7 in, siuN7 kong2, In beh chun-keng3 goa2 e5 kiaN2.  38 Na7-si7 tian7-hou7 khoaN3-kiN3 hit e5 kiaN2, chiu7 saN-kap kong2, Chit-e5 si7 i e5 hou7-su5; lai5, ka7 i thai5-si2, thang tit i e5 giap8.  39 Chiu7 liah8 i, chhia i chhut hng5-goa7, hai7-si2 i.  40 TaN hng5-chu2 na7 kau3, beh chaiN2-iuN7 lai5 pan7 chiah e5 tian7-hou7?   41 In ka7 I kong2, I beh eng7 ok-po3 lai5 biat8 chiah e5 ok-lang5; chiong phu5-to5-hng5 chou pat8 e5 tian7-hou7, chiu7-si7 chiau3-si5 lap8 ke2-chi2 e5.  42 Ia5-sou tui3 in kong2, Keng-nih8 sou2 ki3-chai3,
	Sai-hu7 sou2 khi3-sak e5 chioh8,
	ChiaN5-choe3 chhu3-kak-thau5 e5 chioh8;
	Che si7 Chu2 sou2 chiaN5 e5,
	Lan2 e5 bak8-chiu khoaN3 choe3 ki5-koai3,
lin2 kiam2 be7 thak8 mah?   43 Sou2-i2 goa2 ka7 lin2 kong2, Siong7-te3 e5 kok beh tui3 lin2 chhiuN2-khi3, lai5 siuN2-su3 kiat i e5 ke2-chi2 e5 peh-siN3.  44 Koh poah8-to2 ti7 chit te3 chioh8 teng2 e5 teh-beh phoa3 kou5-kou5; hou7 chit te3 chioh8 teh ti7 i teng2-bin7 e5 beh iu3 boah8-boah8.  45 Chiah e5 che3-si-thau5 kap Hoat-li7-sai3 lang5 thiaN-kiN3 I e5 phi3-ju7, chai I sou2 kong2 e5 si7 chi2 in.  46 Chiu7 ai3 beh liah8 I, na7-si7 kiaN cheng3 lang5; in-ui7 cheng3 lang5 liah8 I choe3 sian-ti.

